本地菜品分类,淘点点分类ID
主餐,50024702
主厨精选牛排,50024702
主厨推荐,50024702
主厨推荐（每份含一元打包费）,50024702
主打菜品,50024702
主打特色锅,50024702
灼灼有余,50024702
卓卓凉菜,50024702
滋补珍品,50024702
紫藤特色,50024702
自然鲜蔬,50024702
自选垫底,50024702
自选垫底料,50024702
自选垫底料（已包含一元打包费）,50024702
自选荤菜,50024702
自制香肠,50024702
自制招牌菜,50024702
自制招牌系列,50024702
组合锅类,50024702
组合锅类每份三两,50024702
最热菜品,50024702
最旺人气美食,50024702
佐食,50024702
煲仔小炒,50024702
炒菜类,50024702
炒时蔬,50024702
百家菜,50024702
煲仔菜,50024702
川味小炒,50024702
川湘小炒,50024702
本店特色菜,50024702
本店旺菜,50024702
本店招牌,50024702
本店招牌菜,50024702
必点菜,50024702
川湘粤小炒,50024702
点心小炒,50024702
东北风味小炒,50024702
经典小炒,50024702
精美小炒,50024702
精品热菜.卤小炒,50024702
精品小炒,50024702
苗家箩箩炒菜篇,50024702
妙手热炒,50024702
热炒,50024702
湘味小炒,50024702
湘粤小炒,50024702
小炒,50024702
小炒、蒸菜、烧菜类,50024702
小炒篇,50024702
小炒系列,50024702
营养小炒,50024702
川菜系列,50024702
川湘经典,50024702
川湘美味,50024702
传统滋补药膳,50024702
翠云水煮鱼（每份含一元打包费）,50024702
村夫烤鱼,50024702
大锅菜,50024702
大鹏展翅,50024702
大铁锅炖菜,50024702
大众蔬菜,50024702
当日汤,50024702
点烤鱼（口味必选）,50024702
东北菜,50024702
东北家乡菜,50024702
东北酱炖,50024702
炖菜,50024702
炖好味,50024702
多滋湘味小厨,50024702
法式铁板料理,50024702
风味热菜,50024702
辅鱼拌菜,50024702
干锅,50024702
干锅&锅仔,50024702
干锅菜,50024702
干锅锅仔,50024702
干锅类,50024702
干锅篇,50024702
干锅飘香,50024702
干锅系列,50024702
官府篇,50024702
广岛风味铁板烧,50024702
广食时蔬,50024702
贵州酸汤鱼,50024702
锅仔类,50024702
海参鲍鱼,50024702
海水游鱼,50024702
海鲜河鲜,50024702
海鲜鱼类,50024702
馄饨鱼丸,50024702
活鱼料理,50024702
活鱼鲜虾,50024702
鸡鱼兔类,50024702
家常菜,50024702
家常美食,50024702
家乡土菜,50024702
煎类,50024702
健康时蔬篇,50024702
健康素食,50024702
健康养生素菜,50024702
江南创意川菜篇,50024702
江南创意家常篇,50024702
江南创意素菜篇,50024702
江南创意湘菜篇,50024702
江南创意粤菜篇,50024702
金牌水煮鱼,50024702
金牌水煮鱼（价格已包含一元打包费）,50024702
金牌水煮鱼（已包含一元打包费）,50024702
金牌水煮鱼自选垫底料,50024702
经典本帮菜,50024702
经典川菜,50024702
经典川味,50024702
经典家常菜,50024702
经典美食,50024702
FRIEDSTIR暹罗小炒,50024702
经典铁板,50024702
经典湘味,50024702
爆炒小海鲜,50024702
经典鱼鲜类,50024702
经典招牌,50024702
经济农家菜,50024702
精典家常菜,50024702
炒、炸、铁板类,50024702
炒/炸/铁板类,50024702
炒菜区,50024702
精美凉菜.最家常,50024702
精美热菜篇,50024702
炒粉类,50024702
炒河粉,50024702
精品·时蔬,50024702
炒河粉类,50024702
炒类,50024702
精品家常,50024702
精品凉菜篇,50024702
精品热菜,50024702
精品热菜.川湘美味,50024702
炒米皮类,50024702
精品热菜.烹小鲜,50024702
精品热菜.蒸四大碗,50024702
精品热菜类,50024702
炒米线类,50024702
精品推荐,50024702
炒物,50024702
精品鱼系列,50024702
炒杂煎蒸,50024702
烤海鲜类,50024702
烤蔬菜类,50024702
烤鱼,50024702
烤鱼（每份含一元打包费）,50024702
烤鱼拌菜系列,50024702
烤鱼垫底,50024702
烤鱼辅料,50024702
烤鱼或烤类辅菜,50024702
烤鱼及配菜,50024702
烤鱼类,50024702
烤鱼篇（辅鱼拌菜）,50024702
烤鱼品种,50024702
烤鱼系列,50024702
烤鱼系列（烤鱼请记得选择一种口味）,50024702
城隍热炒,50024702
老谭酸菜鱼（麻辣味、山胡椒、泡椒味）,50024702
川湘小炒、家常菜,50024702
立方热菜,50024702
绿色时蔬,50024702
麻辣馋嘴鱼,50024702
地方小炖小炒,50024702
东北小炒,50024702
风味炒菜（已含1元餐盒费）,50024702
麻辣香锅（锅底免费）,50024702
风味小炒（已包含1元打包费）,50024702
干锅小炒,50024702
港式小炒,50024702
家常炒菜,50024702
美味干锅系列,50024702
美味鱼,50024702
美味鱼类,50024702
猛火蒸菜,50024702
家常热炒,50024702
―家常小炒―,50024702
家常小炒类,50024702
家乡小炒,50024702
煎炒,50024702
经典炒菜,50024702
经典热炒,50024702
年年有鱼,50024702
精美炒菜,50024702
精美炒菜系列,50024702
精美川味小炒,50024702
飘香干锅,50024702
热菜,50024702
精美热炒,50024702
精品炒菜,50024702
精品特色小炒（炒菜系列）,50024702
热菜系列,50024702
玖食小炒,50024702
快餐小炒,50024702
肉类,50024702
三晋美馔,50024702
砂锅铁板,50024702
砂锅系列,50024702
烧味,50024702
十大招牌菜,50024702
十足南北风味,50024702
时令菜,50024702
时令鲜蔬,50024702
蜀风功夫鱼（每份含一元打包费）,50024702
双椒鲜鱼（每份含一元打包费）,50024702
水煮鱼,50024702
私家湘菜,50024702
私家招牌菜,50024702
四季菜品,50024702
碳火烤鱼,50024702
汤羹,50024702
麻辣香锅（50元起炒）,50024702
特价菜,50024702
特色菜,50024702
特色菜肴,50024702
麻辣香锅（5份起炒，锅底免费）,50024702
麻辣香锅（6种起炒）,50024702
特色干锅,50024702
麻辣香锅5种起炒,50024702
农家小炒,50024702
特色鱼圆,50024702
田园时蔬篇,50024702
农家小炒+3元餐盒费,50024702
铁板系列,50024702
巫山烤鱼,50024702
巫山烤鱼系列,50024702
羲和菜式,50024702
羲和热菜（肉类）,50024702
羲和热菜（时蔬）,50024702
羲和三宝,50024702
羲和位菜,50024702
鲜美鱼虾,50024702
鲜炸类,50024702
乡下农家菜,50024702
香菜经典,50024702
香锅/烤鱼加菜,50024702
农家小炒篇,50024702
热菜、炒菜、锅仔,50024702
热菜/炒菜,50024702
香辣篇,50024702
湘菜系列,50024702
热菜/炒菜/锅仔,50024702
热菜小炒,50024702
湘味干锅,50024702
特色炒菜,50024702
特色热炒类,50024702
特色小炒,50024702
潇湘风味,50024702
香锅伴侣（5份起炒）,50024702
香锅底料（50起炒，如餐费超过150，须收2个锅底）,50024702
香锅锅底（香锅6小份起炒）,50024702
湘菜小炒,50024702
湘江小炒,50024702
湘西小炒,50024702
新添家长菜,50024702
新鲜时蔬系列,50024702
小炒类,50024702
养生云南野生菌,50024702
养生小炒,50024702
鱼乐无穷,50024702
鱼类（已包含一元打包费）,50024702
鱼类配菜（已包含一元打包费）,50024702
渔都烤鱼,50024702
粤菜类,50024702
粤式经典篇,50024702
咱家传统热菜,50024702
啫啫菜,50024702
炸炒类,50024702
炸溜烹炒烩,50024702
炸物,50024702
宅门私家鱼,50024702
长江鲜鱼,50024702
招牌产品,50024702
招牌铁锅鱼,50024702
蒸菜系列,50024702
知味热菜,50024702
煮物炒物,50024702
煮物类,50024702
庄园热菜,50024702
滋补炖菜,50024702
滋味小炒,50024702
自贡风味鱼类,50024702
自制豆腐,50024702
潮州卤水,50024702
金牌卤水鸭系列,50024702
水煮,50024702
水煮类,50024702
地道川菜,50024702
锅仔系列,50024702
红橡木串烧,50024702
Soup老火靓汤,50024703
SOUP暹罗煲汤,50024703
煲汤,50024703
煲汤类,50024703
参鸡汤,50024703
麻辣香锅50元起炒,50024703
汤面/炒面/拌面,50024703
川香香锅,50024703
传统汤品,50024703
豆汤类,50024703
炖汤,50024703
港品老火靓汤,50024703
港式靓汤篇,50024703
港式汤粉/面,50024703
高汤包子,50024703
高汤炖,50024703
骨汤拉面,50024703
骨汤面,50024703
广点主食,50024703
锅锅飘香,50024703
锅仔煲汤,50024703
韩式火锅,50024703
鸡汤、砂锅一绝,50024703
健康靓汤,50024703
江南创意煲汤篇,50024703
江南创意汤羹篇,50024703
江西炭火煨汤,50024703
京韵汤,50024703
京韵汤羹,50024703
精美靓汤,50024703
精美汤羹,50024703
精美汤羹篇,50024703
精品·煨汤,50024703
精品汤类,50024703
精品粥类汤类,50024703
精致涮品,50024703
开胃靓汤,50024703
老火靓汤,50024703
例汤,50024703
靓汤,50024703
靓汤养颜,50024703
卤味汤面,50024703
麻辣汤料,50024703
麻辣鲜,50024703
馒头/包子/汤包,50024703
馒头/包子/汤包/煎包,50024703
每日食补靓炖品篇,50024703
美人汤系列（热）,50024703
美味汤,50024703
美味汤羹（已包含一元打包费）,50024703
美味汤锅,50024703
美味汤品,50024703
美味养生汤,50024703
面爱面骨汤类,50024703
面爱面经典骨汤面,50024703
民间瓦罐煨汤,50024703
民间煨汤,50024703
牛肉汤,50024703
浓汤类,50024703
浓汤面,50024703
泡菜酸汤鱼（每份含一元打包费）,50024703
其它面食汤羹系列,50024703
谦记有鱼乐,50024703
清迈特色汤品,50024703
热菜煲仔,50024703
热汤,50024703
砂锅,50024703
砂锅煲仔,50024703
砂锅锅仔,50024703
砂锅类,50024703
砂锅汤羹,50024703
深情头汤,50024703
石锅类,50024703
时令炖汤,50024703
拾味骨汤,50024703
食在好汤,50024703
手工芋圆（热品，红豆汤底）,50024703
涮肚锅（肚锅20串起点）,50024703
四时羹汤,50024703
苏伯素食汤,50024703
酸汤火锅,50024703
酸汤系列,50024703
台湾特色汤品,50024703
炭火煨汤,50024703
汤,50024703
汤（带饭）,50024703
汤（含一元打包费）,50024703
汤、点心类,50024703
汤/煲/砂锅,50024703
汤/煲/砂锅/火锅,50024703
汤/甜品,50024703
汤/主食类,50024703
汤煲,50024703
汤煲精选,50024703
汤煲类,50024703
汤煲系列,50024703
汤菜,50024703
汤菜类,50024703
汤菜系列,50024703
汤菜系列（价格已包含一元打包费）,50024703
汤菜系列（已包含一元打包费）,50024703
汤粉,50024703
汤粉系列,50024703
―汤羹―,50024703
汤羹（包含1元打包费）,50024703
汤羹（每份含一元打包费）,50024703
汤羹（已包含一元打包盒费用）,50024703
汤羹，主食类,50024703
汤羹/主食类,50024703
汤羹茶点,50024703
汤羹类,50024703
汤羹篇,50024703
汤羹系,50024703
汤羹系列,50024703
汤羹主食,50024703
汤锅类,50024703
汤河粉类,50024703
汤河粉系列,50024703
汤及煲粥,50024703
汤类,50024703
汤类(SOUP),50024703
汤类（菜价已包含1元打包餐盒费）,50024703
汤类（已含1元餐盒费）,50024703
汤类/咖喱,50024703
汤类·主食,50024703
汤类篇,50024703
汤类套餐,50024703
汤米线类,50024703
汤米线系列,50024703
汤面,50024703
汤面拌面,50024703
汤面类,50024703
汤品,50024703
汤品类,50024703
汤头浓郁的日式拉面,50024703
汤丸系列,50024703
汤系列,50024703
汤粥类,50024703
天府砂锅,50024703
土家汤类,50024703
瓦罐汤,50024703
瓦罐汤类,50024703
瓦罐煨汤,50024703
煨汤,50024703
西式浓汤,50024703
享家灌汤包,50024703
小吃主食汤羹,50024703
小碗汤类,50024703
小小靓汤,50024703
压锅系列,50024703
羊肉汤,50024703
羊肉汤/面类,50024703
养身汤羹,50024703
养身滋补汤,50024703
养神滋补汤,50024703
养生煲汤,50024703
养生靓汤,50024703
养生汤,50024703
养生汤羹,50024703
养生汤品,50024703
药膳炖品汤面,50024703
药膳炖品汤面（粉）,50024703
营。养。汤。羹,50024703
营养煲汤,50024703
营养菌汤,50024703
营养靓汤,50024703
营养汤羹,50024703
越南汤粉篇,50024703
招牌铁锅鱼汤菜,50024703
粥&汤,50024703
主食&汤羹,50024703
主食&汤类,50024703
"主食,汤",50024703
主食、汤,50024703
主食、汤羹,50024703
主食、汤羹类(无折扣),50024703
主食/汤,50024703
主食/汤类,50024703
主食类（含汤小菜）,50024703
主食靓汤,50024703
主食汤羹,50024703
主食汤羹,50024703
主食汤羹,50024703
主食汤羹,50024703
主食汤羹篇,50024703
主食汤羹篇,50024703
主食汤羹小吃,50024703
主食汤羹小吃,50024703
主食汤类,50024703
主食汤类,50024703
主食汤品,50024703
主题香锅,50024703
主题香锅、汤,50024703
主题香锅/汤,50024703
滋补煲汤,50024703
滋补炖品,50024703
滋补炖汤,50024703
滋补靓汤,50024703
滋补汤,50024703
滋补汤煲,50024703
滋补汤煲+3元餐盒费,50024703
滋补汤羹,50024703
滋补汤羹类,50024703
滋补汤锅类,50024703
自制骨汤,50024703
烤饼,50024704
葱香味,50024704
电烤系列,50024704
豆豉味,50024704
风味烤串,50024704
风味烤串（烤串类4串起烤）,50024704
风味烧烤,50024704
疯狂烤翅,50024704
挂炉烤鸭,50024704
煎.蒸.烤.炸,50024704
煎?蒸?烤?炸,50024704
煎烤类,50024704
煎炸烤点,50024704
酱香味,50024704
精品烤鸭,50024704
精品烧烤,50024704
焗烤,50024704
烤菜类,50024704
烤翅类,50024704
烤串,50024704
烤串类,50024704
烤串类（17:00起售）,50024704
烤串篇,50024704
烤海鲜,50024704
烤类,50024704
烤类/份,50024704
烤类加碳火盆6元必点,50024704
烤蘑菇类,50024704
烤牛肉,50024704
烤牛肉类,50024704
烤篇单点,50024704
烤肉类,50024704
烤什锦类,50024704
烤物,50024704
烤物类,50024704
烤物焼きBakeditem,50024704
烤鸭,50024704
烤鸭篇,50024704
烤羊肉类,50024704
烤炸料理,50024704
烤猪肉,50024704
烤猪肉类,50024704
烤主食类,50024704
麻辣烤锅,50024704
美味烧烤,50024704
内蒙特色烤肉,50024704
泡椒味,50024704
清迈特色烧烤及下酒菜,50024704
清真烧烤,50024704
肉串,50024704
烧烤,50024704
烧烤（巴西小串）,50024704
烧烤（其他类）,50024704
烧烤（肉类）,50024704
烧烤（蔬菜类）,50024704
烧烤/烤肉/烤串,50024704
烧烤工厂,50024704
烧烤类,50024704
烧烤篇,50024704
烧烤系列,50024704
烧烤诱惑,50024704
烧味类,50024704
烧炸,50024704
酸菜味,50024704
碳烤类,50024704
碳烤系列,50024704
特色烤串,50024704
特色烤肉,50024704
特色烤鸭,50024704
特色烤鱼,50024704
特色烧烤,50024704
铁板,50024704
铁板类,50024704
万州烤鱼,50024704
巫山碳烤全鱼,50024704
香辣味,50024704
新疆囔坑烤肉,50024704
夜市烧烤（下午五点开始，根据实际情况收取餐盒费））,50024704
鱼香味,50024704
炸鸡,50024704
招牌烤鸭,50024704
中堂烤鸭,50024704
诸葛烤篇,50024704
主餐牛扒,50024704
RicenClayPot煲仔饭,50024705
煲仔饭（菜价已包含1元打包餐盒费）,50024705
煲仔饭类,50024705
比亚尼米饭,50024705
避风塘招牌饭,50024705
便当美食盖浇饭,50024705
饭饼面,50024705
Food粥、面、粉、炒饭,50024705
炒饼、炒饭,50024705
炒饼炒饭类,50024705
炒饭（赠送例汤，水蒸蛋）,50024705
炒饭、炒面、盖饭、汤类,50024705
炒饭/拌饭,50024705
炒饭/冒菜,50024705
炒饭包饭类,50024705
炒饭炒河粉类,50024705
炒饭炒面,50024705
炒饭类,50024705
炒饭米粉,50024705
炒饭系列,50024705
荷香炒饭,50024705
经典炒饭（已含1元餐盒费）,50024705
精品炒饭,50024705
米饭/炒饭/盖饭/粥,50024705
面爱面炒饭,50024705
面食/炒饭/粥,50024705
面条炒饭,50024705
特色炒饭,50024705
豆花套饭,50024705
炖品汤饭,50024705
饭食,50024705
饭团,50024705
饭与面类,50024705
粉、面、饭,50024705
粉面饭（无折扣）,50024705
盖饭，面条类,50024705
盖饭、铁板饭,50024705
盖饭单,50024705
盖饭类（含打包费一元),50024705
盖饭篇,50024705
盖饭系,50024705
盖浇饭,50024705
盖浇饭系列,50024705
盖烧饭,50024705
港式烧味饭,50024705
蛊骰饭点,50024705
广式煲仔饭,50024705
韩式石锅拌饭,50024705
韩式汤类（配一碗米饭）,50024705
荷香、竹筒、焗饭（赠送例汤，水蒸蛋）,50024705
荷叶饭、河粉,50024705
黄焖鸡米饭,50024705
烩饭、套饭类,50024705
家常盖饭类,50024705
健康食拌饭类,50024705
健康食石锅拌饭,50024705
经典饭类系列,50024705
经典盖饭系列,50024705
精美盖饭,50024705
精品饭类,50024705
精品盖饭,50024705
精品营养荤菜盖饭系列,50024705
精选盖饭,50024705
精致个人餐(小煲+培根卷心菜+米饭+蒸蛋+双拼小菜+肉燥）,50024705
焗饭,50024705
焗饭类,50024705
另加米粉，面，米饭,50024705
美味饭食,50024705
迷你铁板烧饭系列,50024705
米饭,50024705
米饭（已包含一元打包费）,50024705
米饭加菜类,50024705
米饭可口点心系列,50024705
米饭系列,50024705
面爱面盖饭,50024705
面爱面骨汤渍饭,50024705
面爱面咖喱饭,50024705
面饭类,50024705
木桶饭,50024705
木桶饭盖饭、盖面,50024705
木桶饭类,50024705
全天精品盖饭,50024705
三角饭团,50024705
什素养颜盖饭系列,50024705
石锅拌饭系列,50024705
手工拌饭,50024705
首选主食（除米饭均已包含1元打包费）,50024705
寿司/紫菜包饭,50024705
寿司饭,50024705
双拼饭,50024705
双拼盖饭,50024705
四川小吃之饭类,50024705
汤饭类,50024705
套饭,50024705
特色饭,50024705
特色盖饭,50024705
特色烧卤饭,50024705
铁板饭,50024705
铁板饭/盖浇饭,50024705
桶饭,50024705
新增盖饭系列,50024705
新增下饭菜,50024705
意大利米饭,50024705
意式焗饭,50024705
营养饭食,50024705
招牌盖饭,50024705
招牌木桶饭,50024705
正宗黄焖鸡米饭,50024705
粥饭,50024705
主食（每份除米饭含一元打包费）,50024705
主食盖饭,50024705
主食盖饭类,50024705
主食特色饭,50024705
拌饭,50024706
拌饭类,50024706
包饭,50024706
炒饭,50024706
蛋包饭,50024706
炒饭&木桶饭,50024706
洞庭石锅,50024706
副食类,50024706
盖饭,50024706
盖饭系列,50024706
港品煲仔饭,50024706
港式香肠腊肉煲仔饭,50024706
广东烧腊饭,50024706
烩饭,50024706
精典盖饭,50024706
精美主食,50024706
精品·主食,50024706
精品主食,50024706
咖喱饭,50024706
焖饭,50024706
米饭类,50024706
木桶篇,50024706
泡饭,50024706
手工主食,50024706
特色饭类,50024706
特色主食,50024706
意大利面和焗饭,50024706
粥品类,50024706
主食类,50024706
主食类,50024706
主食类,50024706
主食类,50024706
主食类,50024706
煲仔饭,50024707
钵仔煎饭系列,50024707
盖饭类,50024707
干锅锅仔铁板,50024707
豪华铁板配时蔬,50024707
经典铁板配米饭,50024707
精品川菜,50024707
精品铁板,50024707
烧膳饭,50024707
特色石板饭菜,50024707
特色铁板,50024707
铁板烧（肉类）,50024707
铁板烧（蔬菜、蛋类）,50024707
煲仔粥,50024708
冰粥,50024708
冰粥类,50024708
大煲仔粥,50024708
精品甜粥,50024708
立方粥篇,50024708
生滚咸粥,50024708
特色粥煲,50024708
甜粥,50024708
甜粥类,50024708
甜粥系列,50024708
咸粥,50024708
咸粥类,50024708
咸粥系列,50024708
小煲仔粥,50024708
养生砂锅粥,50024708
养生粥品（甜粥系列）,50024708
原味粥,50024708
粥,50024708
粥类,50024708
粥系列,50024708
紫米粥系列,50024708
宝岛脉络-粥类,50024708
家常粥,50024708
凉爽冰粥,50024708
砂锅粥,50024708
特色粥,50024708
夏日冰粥,50024708
咸味粥品,50024708
香甜粥品,50024708
消暑冰粥,50024708
养生特色砂锅粥,50024708
养生粥篇,50024708
养生粥篇类,50024708
养生粥品,50024708
滋补养生粥（已含1元餐盒费）,50024708
饭,50024709
饭类,50024709
荷香饭,50024709
特色香米饭,50024709
五谷丰登,50024709
五谷杂粮味,50024709
拌面,50024711
拌面类,50024711
饼类/面类,50024711
肠粉,50024711
面食/饺子/包子/饼,50024711
扯面,50024711
传统朝鲜冷面,50024711
刀削面,50024711
刀削面类,50024711
刀削面系列,50024711
地道川面条,50024711
炒、拌面系列,50024711
炒河粉、面条、米线、饼丝类,50024711
炒面,50024711
粉面系列,50024711
炒面炒粉类,50024711
炒面类,50024711
港品炒面,50024711
副食,50024711
盖浇面,50024711
干拌面,50024711
面食、小炒、水饺,50024711
港式粥粉面系列（菜价已包含1元打包餐盒费）,50024711
功夫手擀面,50024711
河粉类,50024711
家常面点,50024711
金牌面条,50024711
经典莜面,50024711
精美粉面,50024711
精品拌面,50024711
精品面类,50024711
精选面,50024711
拉面,50024711
拉面、削面,50024711
拉面类,50024711
拉面两掺,50024711
拉面系列,50024711
兰州拉面,50024711
冷面,50024711
凉面,50024711
焖面系列（每个餐需要2个餐盒）,50024711
米线&面食,50024711
面,50024711
面、粉类,50024711
面爱面小菜,50024711
面伴侣,50024711
面包（面包当天制作，下午可能沽清）,50024711
面包/蛋糕/甜品,50024711
面包类,50024711
面包其他类,50024711
面点,50024711
面点（菜价已包含1元打包餐盒费）,50024711
面点类,50024711
面点米食,50024711
面点米食（价格已包含一元打包费）,50024711
面点米食（已包含一元打包费）,50024711
面点篇,50024711
面点小吃、拉面、削面,50024711
面点小吃主食,50024711
面点主食小吃,50024711
面类套餐,50024711
面面俱到,50024711
面片类,50024711
面食,50024711
面食经典（无折扣）,50024711
面食类（含一元打包费）,50024711
面食系列,50024711
面食粥品,50024711
面条,50024711
面条类,50024711
面条系列,50024711
面系类,50024711
牛肉面系列,50024711
其他面食,50024711
巧手刀削面,50024711
三文治/多士/面包,50024711
陕西特色面食,50024711
手擀面,50024711
手工粉类、面类、圆米粉类,50024711
手工面,50024711
水饺,50024711
特色刀削面,50024711
特色凉拌面,50024711
特色面,50024711
特色面（米线）,50024711
特色面食,50024711
特色面食（已含1元餐盒费）,50024711
甜面包类,50024711
土豆粉加刀削面,50024711
万州面道,50024711
现烤面包系列,50024711
小吃主食,50024711
削面篇,50024711
意大利面条,50024711
莜面系列,50024711
有馅儿烤冷面,50024711
招牌面类,50024711
粥粉面,50024711
主食、面食、点心,50024711
主食面点,50024711
主食面点,50024711
主食面类,50024711
主食系列,50024711
庄园特色莜面,50024711
布拉肠粉,50024712
粉、面类,50024712
米线,50024712
米线加量,50024712
过桥米线,50024712
过桥米线菌菜锅,50024712
过桥米线青菜锅,50024712
过桥米线情侣锅,50024712
河粉、米线、粉类,50024712
米线/河粉,50024712
米线类,50024712
米线类（含一元打包费）,50024712
米线系列,50024712
砂锅米线,50024712
鲜香米线,50024712
土豆粉类（含一元打包费),50024712
桂林米粉,50024712
河粉,50024712
特色米粉,50024712
土豆粉,50024712
土豆粉加菜,50024712
土豆粉类,50024712
湘西米粉,50024712
海鲜水饺,50024713
立方水饺,50024713
手工水饺,50024713
招牌主打水饺,50024713
蒸饺,50024713
彩色饺子,50024713
春节饺子（已包含一元打包费）,50024713
鸡蛋类水饺,50024713
家常水饺,50024713
饺子,50024713
金牌水饺,50024713
金牌水饺（一份12个）,50024713
经典饺子,50024713
手工手饺系列,50024713
水饺（2两起做）,50024713
水饺/煎饺/馄饨,50024713
水饺类,50024713
水饺篇,50024713
水饺系列,50024713
素馅水饺,50024713
特色煎饺,50024713
享家饺子,50024713
馄饨,50024713
馄饨拌料,50024713
馄饨类,50024713
晨香园广点,50024714
面点主食,50024714
主食,50024714
主食干粮,50024714
主食篇,50024714
主食篇,50024714
主食篇,50024714
主食篇,50024714
饼类,50024715
传统煎饼,50024715
春饼,50024715
立方饼谱,50024715
馅饼,50024715
馅饼类,50024715
炒饼,50024715
炒饼类,50024715
锅贴,50024715
饼,50024715
饼干类,50024715
饼类炸类,50024715
春饼类,50024715
葱油饼/麦饼/饼,50024715
煎饼类,50024715
金牌馅饼（馅饼3个起卖，可以选不同馅的）,50024715
卷饼菜,50024715
麦多馅饼,50024715
烧饼类,50024715
手工制饼,50024715
手抓饼,50024715
松饼系列,50024715
台湾手抓饼系列,50024715
特色饼篇,50024715
特色卷饼,50024715
特色馅饼,50024715
甜饼拼盘,50024715
香饼类,50024715
香河肉饼,50024715
印度飞饼,50024715
中式汉饼,50024715
意式肉酱千层饼,50024716
精美点心主食,50024716
立方小吃,50024716
面点系列,50024716
面类,50024716
面食经典,50024716
面食类,50024716
素馅,50024716
羲和主食,50024716
小吃、面点,50024716
养生主食,50024716
主食、点心,50024716
主食小吃篇,50024716
庄园主食,50024716
简餐系列,50024718
推荐套餐,50024718
18元区可双拼,50024718
28元区可双拼,50024718
6寸百味卷,50024718
9元区可双拼,50024718
SaturdayBrunch周六早午餐,50024718
八元区,50024718
北京味,50024718
便当,50024718
餐具一元一份,50024718
超值分享餐,50024718
超值分享餐（仅限午市）,50024718
超值分享餐（原价31元现价16.5元）,50024718
高档商务双拼,50024718
商务餐,50024718
商务快餐,50024718
（二中干汁麻辣烫）牛牛套餐,50024719
（二中干汁麻辣烫）什锦套餐,50024719
（二中干汁麻辣烫）羊羊套餐,50024719
17元套餐,50024719
18元套餐,50024719
19元套餐,50024719
20元套餐,50024719
港式单人套餐,50024719
欢乐套餐,50024719
精美套餐,50024719
肯德基超值套餐,50024719
苗家箩箩套餐,50024719
商务套餐,50024719
时尚套餐,50024719
套餐,50024719
套餐类,50024719
套饭RICE,50024719
特色类套餐,50024719
特色套餐,50024719
铁板套餐,50024719
西式简餐套餐,50024719
主食、套餐,50024719
煲仔饭套餐,50024720
超值分享餐（套餐仅限11:30-17:00之间，周一至周五）,50024720
超值拼盘套餐,50024720
超值商务套餐,50024720
超值组合（定食）套餐,50024720
单人配菜套餐,50024720
冬季超值套餐,50024720
二合一套餐,50024720
饭面类经济套餐,50024720
盖饭套餐,50024720
高管商务套餐,50024720
个人饭食套餐,50024720
工作套餐（已包含每菜一元打包费）,50024720
炒饭、套餐类,50024720
汉堡套餐（含一元打包费）,50024720
皇家套餐,50024720
馄炖套餐,50024720
简约套餐,50024720
健康饮品套餐,50024720
经典套餐,50024720
精品套餐,50024720
精品主食商务套餐,50024720
精选套餐,50024720
可乐套餐区,50024720
脍脍套餐,50024720
麻辣烫套餐,50024720
每个套餐每天限量提供20份,50024720
米饭套餐,50024720
米饭套餐（配饮料、鸡蛋西红柿汤+小咸菜）,50024720
米饭套餐组合,50024720
面条套餐,50024720
牛肉面套餐,50024720
牛肉面套餐餐,50024720
全家福套餐,50024720
日岩特色套餐,50024720
日岩特色套餐（豪华套餐）,50024720
日岩特色套餐（经济套餐）,50024720
日岩特色套餐（特惠套餐）,50024720
日岩特色套餐（组合套餐）,50024720
商务高档会议工作套餐,50024720
商务健康套餐,50024720
商务套餐（附送例汤，水蒸蛋）,50024720
石锅套餐系列,50024720
实惠套餐,50024720
手工鲜肉丸套餐,50024720
双人丰盛套餐,50024720
所有套餐加汤,50024720
套餐/简餐,50024720
套餐1号,50024720
套餐2号,50024720
套餐3号,50024720
套餐4号,50024720
套餐类(配汤+泡菜一份）,50024720
套餐两份起做,50024720
套餐拼盘,50024720
套餐系列,50024720
套餐用具,50024720
套餐组合,50024720
特惠套餐,50024720
特色套餐（石锅饭/面+养生排骨汤）,50024720
午间商务套餐（11:00-15:00）,50024720
系列套餐,50024720
小煲套餐,50024720
药膳炖品商务套餐饭,50024720
药膳营养套餐,50024720
营养工作套餐,50024720
营养套餐,50024720
营养套餐（主餐单品+米饭+肉燥+双拼小菜）,50024720
营养套餐类,50024720
营业套餐,50024720
优惠配菜套餐,50024720
云吞套餐,50024720
中式套餐（含汤、小菜）,50024720
中式套餐类,50024720
周二午餐套餐,50024720
周三午餐套餐,50024720
周四午餐套餐,50024720
周五午餐套餐,50024720
周一午餐套餐,50024720
主食/超值套餐,50024720
主食套餐系列,50024720
主席套餐（第二份半价）,50024720
组合套餐,50024720
儿童套餐,50024721
6寸美式厚底披萨,50024724
Pizza美味披萨,50024724
比萨,50024724
比萨,50024724
纯手工意式薄底比萨,50024724
美式铁盘匹萨（标准份）,50024724
披萨（PIZZA）,50024724
披萨类,50024724
匹萨,50024724
匹萨类,50024724
匹萨类Pizzas（12寸）,50024724
薯底比萨-拉维纳特有比萨,50024724
酥皮匹萨（标准份）,50024724
特制披萨,50024724
铁盘比萨类,50024724
心有所署卷边匹萨（大份）,50024724
意式薄底匹萨（大份）,50024724
